표제어,동형어 번호,구분,품사,고유어 여부,원어
쓰이다,1,단어,동사,고유어,
쓰이다,1,단어,동사,고유어,
쓰이다,2,단어,동사,고유어,
쓰이다,2,단어,동사,고유어,
쓰이다,2,단어,동사,고유어,
쓰이다,2,단어,동사,고유어,
쓰이다,2,단어,동사,고유어,
쓰이다,2,단어,동사,고유어,
쓰임새,0,단어,명사,고유어,
쓱,0,단어,부사,고유어,
쓱,0,단어,부사,고유어,
쓱,0,단어,부사,고유어,
쓱,0,단어,부사,고유어,
쓱,0,단어,부사,고유어,
쓱쓱,0,단어,부사,고유어,
쓱쓱,0,단어,부사,고유어,
쓴맛,0,단어,명사,고유어,
쓴맛,0,단어,명사,고유어,
쓴맛,0,부표제어,명사,,
쓴웃음,0,단어,명사,고유어,
쓸-,0,단어,품사 없음,고유어,
쓸개,0,단어,명사,고유어,
쓸개,0,단어,명사,고유어,
쓸개,0,부표제어,명사,,
쓸다,0,단어,동사,고유어,
쓸다,0,단어,동사,고유어,
쓸다,0,단어,동사,고유어,
쓸다,0,단어,동사,고유어,
쓸다,0,단어,동사,고유어,
쓸데,0,단어,명사,고유어,
쓸데없다,0,단어,형용사,고유어,
쓸데없이,0,단어,부사,고유어,
쓸리다,0,단어,동사,고유어,
쓸리다,0,단어,동사,고유어,
쓸리다,0,단어,동사,고유어,
쓸리다,0,단어,동사,고유어,
쓸모,0,단어,명사,고유어,
쓸모,0,단어,명사,고유어,
쓸모없다,0,단어,형용사,고유어,
쓸모없이,0,단어,부사,고유어,
쓸쓸하다,0,단어,형용사,고유어,
쓸쓸하다,0,단어,형용사,고유어,
쓸쓸히,0,단어,부사,고유어,
쓸어내리다,0,단어,동사,고유어,
쓸어내리다,0,단어,동사,고유어,
쓸어버리다,0,단어,동사,고유어,
쓸어안다,0,단어,동사,고유어,
씀씀이,0,단어,명사,고유어,
씁쓰레,0,단어,부사,고유어,
씁쓰레하다,0,단어,형용사,고유어,
씁쓰레하다,0,단어,형용사,고유어,
씁쓰름하다,0,단어,형용사,고유어,
씁쓰름하다,0,단어,형용사,고유어,
씁쓸하다,0,단어,형용사,고유어,
씁쓸하다,0,단어,형용사,고유어,
씁쓸히,0,단어,부사,고유어,
씌다,0,단어,동사,고유어,
씌우-,0,단어,품사 없음,고유어,
씌우다,0,단어,동사,고유어,
씌우다,0,단어,동사,고유어,
씌우다,0,단어,동사,고유어,
씌우다,0,단어,동사,고유어,
씌우다,0,단어,동사,고유어,
씌워-,0,단어,품사 없음,고유어,
씨,1,단어,명사,고유어,
씨,1,단어,명사,고유어,
씨,1,단어,명사,고유어,
씨,1,단어,명사,고유어,
씨,1,단어,명사,고유어,
씨,1,부표제어,명사,,
씨,1,부표제어,명사,,
씨,1,부표제어,명사,,
씨,1,부표제어,명사,,
씨,1,부표제어,명사,,
씨,1,부표제어,명사,,
#NAME?,1,단어,접사,고유어,
씨,2,단어,의존 명사,한자어,氏
#NAME?,2,단어,접사,한자어,氏
씨근거리다,0,단어,동사,고유어,
씨근대다,0,단어,동사,고유어,
씨근씨근,0,단어,부사,고유어,
씨근씨근,0,단어,부사,고유어,
씨근씨근하다,0,단어,동사,고유어,
씨근씨근하다,0,단어,동사,고유어,
씨름,0,단어,명사,고유어,
씨름,0,단어,명사,고유어,
씨름꾼,0,단어,명사,고유어,
씨름하다,0,단어,동사,고유어,
씨름하다,0,단어,동사,고유어,
씨부렁거리다,0,단어,동사,고유어,
씨부렁대다,0,단어,동사,고유어,
씨부렁씨부렁,0,단어,부사,고유어,
씨부렁씨부렁하다,0,단어,동사,고유어,
씨뿌리기,0,단어,명사,고유어,
씨앗,0,단어,명사,고유어,
씨앗,0,단어,명사,고유어,
씩,0,단어,부사,고유어,
#NAME?,0,단어,접사,고유어,
#NAME?,0,단어,접사,고유어,
씩씩,0,단어,부사,고유어,
씩씩거리다,0,단어,동사,고유어,
씩씩대다,0,단어,동사,고유어,
씩씩하다,0,단어,형용사,고유어,
씰룩거리다,0,단어,동사,고유어,
씰룩대다,0,단어,동사,고유어,
씰룩씰룩,0,단어,부사,고유어,
씰룩씰룩하다,0,단어,동사,고유어,
씰룩이다,0,단어,동사,고유어,
씰룩하다,0,단어,동사,고유어,
씹다,0,단어,동사,고유어,
씹다,0,단어,동사,고유어,
씹다,0,단어,동사,고유어,
씹히다,0,단어,동사,고유어,
씹히다,0,단어,동사,고유어,
씻겨-,0,단어,품사 없음,고유어,
씻기-,0,단어,품사 없음,고유어,
씻기다,1,단어,동사,고유어,
씻기다,1,단어,동사,고유어,
씻기다,2,단어,동사,고유어,
씻다,0,단어,동사,고유어,
씻다,0,단어,동사,고유어,
씻다,0,단어,동사,고유어,
씻다,0,단어,동사,고유어,
씻다,0,부표제어,동사,,
씽씽,0,단어,부사,고유어,
씽씽,0,단어,부사,고유어,
아,1,단어,명사,고유어,
아,1,부표제어,명사,,
#NAME?,1,단어,어미,고유어,
#NAME?,1,단어,어미,고유어,
#NAME?,1,단어,어미,고유어,
#NAME?,1,단어,어미,고유어,
아,2,단어,감탄사,고유어,
아,2,단어,감탄사,고유어,
아,2,단어,감탄사,고유어,
아,2,단어,감탄사,고유어,
아,2,단어,감탄사,고유어,
아-,2,단어,품사 없음,고유어,
아,3,단어,조사,고유어,
#NAME?,3,단어,접사,한자어,兒
#NAME?,3,단어,접사,한자어,兒
아가,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아가리,0,단어,명사,고유어,
아가리,0,단어,명사,고유어,
아가리,0,단어,명사,고유어,
아가리,0,부표제어,명사,,
아가리,0,부표제어,명사,,
아가미,0,단어,명사,고유어,
아가씨,0,단어,명사,고유어,
아가씨,0,단어,명사,고유어,
아가씨,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아구,1,단어,명사,고유어,
아구,2,단어,명사,고유어,
아군,0,단어,명사,한자어,我軍
아군,0,단어,명사,한자어,我軍
아궁이,0,단어,명사,고유어,
아귀,1,단어,명사,고유어,
아귀,1,단어,명사,고유어,
아귀,1,단어,명사,고유어,
아귀,1,단어,명사,고유어,
아귀,1,부표제어,명사,,
아귀,1,부표제어,명사,,
아귀,1,부표제어,명사,,
아귀,2,단어,명사,고유어,
아귀,3,단어,명사,한자어,餓鬼
아귀,3,단어,명사,한자어,餓鬼
아귀,3,단어,명사,한자어,餓鬼
아귀다툼,0,단어,명사,고유어,
아기,0,단어,명사,고유어,
아기,0,단어,명사,고유어,
아기,0,단어,명사,고유어,
아기자기하다,0,단어,형용사,고유어,
아기자기하다,0,단어,형용사,고유어,
아까,1,단어,명사,고유어,
아까,2,단어,부사,고유어,
아까우-,0,단어,품사 없음,고유어,
아까워-,0,단어,품사 없음,고유어,
아까워하다,0,단어,동사,고유어,
아깝-,0,단어,품사 없음,고유어,
아깝다,0,단어,형용사,고유어,
아깝다,0,단어,형용사,고유어,
아깝다,0,단어,형용사,고유어,
아껴-,0,단어,품사 없음,고유어,
아끼-,0,단어,품사 없음,고유어,
아끼다,0,단어,동사,고유어,
아끼다,0,단어,동사,고유어,
아끼다,0,부표제어,동사,,
아낌없다,0,단어,형용사,고유어,
아낌없이,0,단어,부사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아나운서,0,단어,명사,외래어,announcer
아낙,0,단어,명사,고유어,
아낙네,0,단어,명사,고유어,
아날로그,0,단어,명사,외래어,analogue
아내,0,단어,명사,고유어,
아내,0,부표제어,명사,,
#NAME?,0,문법‧표현,품사 없음,고유어,
아냐,0,단어,감탄사,고유어,
아녀자,0,단어,명사,한자어,兒女子
아녀자,0,단어,명사,한자어,兒女子
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아뇨,0,단어,감탄사,고유어,
아늑하다,0,단어,형용사,고유어,
아늑하다,0,단어,형용사,고유어,
아니,1,단어,부사,고유어,
아니,1,단어,부사,고유어,
아니,1,부표제어,부사,,
아니,1,부표제어,부사,,
아니,2,단어,감탄사,고유어,
아니,2,단어,감탄사,고유어,
아니꼽다,0,단어,형용사,고유어,
아니다,0,단어,형용사,고유어,
아니다,0,단어,형용사,고유어,
아니다,0,부표제어,형용사,,
아니다,0,부표제어,형용사,,
아니다,0,부표제어,형용사,,
아니다,0,부표제어,형용사,,
아니다,0,부표제어,형용사,,
아니다,0,부표제어,형용사,,
아니야,0,단어,감탄사,고유어,
아니오,0,단어,감탄사,고유어,
아니요,0,단어,감탄사,고유어,
아니하다,1,단어,보조 동사,고유어,
아니하다,2,단어,보조 형용사,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아담하다,0,단어,형용사,혼종어,雅淡/雅澹하다
아담하다,0,단어,형용사,혼종어,雅淡/雅澹하다
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아동,0,단어,명사,한자어,兒童
아동,0,단어,명사,한자어,兒童
아동기,0,단어,명사,한자어,兒童期
아동복,0,단어,명사,한자어,兒童服
아동용,0,단어,명사,한자어,兒童用
#NAME?,0,문법‧표현,품사 없음,고유어,
아둔하다,0,단어,형용사,고유어,
아드님,0,단어,명사,고유어,
아드득,0,단어,부사,고유어,
아드득,0,단어,부사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아득하다,0,단어,형용사,고유어,
아득하다,0,단어,형용사,고유어,
아득하다,0,단어,형용사,고유어,
아득하다,0,단어,형용사,고유어,
아들,0,단어,명사,고유어,
아들내미,0,단어,명사,고유어,
아들아이,0,단어,명사,고유어,
아들아이,0,단어,명사,고유어,
아들애,0,단어,명사,고유어,
아들애,0,단어,명사,고유어,
아들자식,0,단어,명사,혼종어,아들子息
아들자식,0,단어,명사,혼종어,아들子息
아등바등,0,단어,부사,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,단어,어미,고유어,
아라비아 숫자,0,구,품사 없음,혼종어,Arabia數字
아랍어,0,단어,명사,혼종어,Arab語
아랍 에미리트,0,구,품사 없음,외래어,Arab Emirates
아랑곳,0,단어,명사,고유어,
아랑곳없다,0,단어,형용사,고유어,
아랑곳없이,0,단어,부사,고유어,
아랑곳하다,0,단어,동사,고유어,
아래,0,단어,명사,고유어,
아래,0,단어,명사,고유어,
아래,0,단어,명사,고유어,
아래,0,단어,명사,고유어,
아래옷,0,단어,명사,고유어,
아래위,0,단어,명사,고유어,
아래윗집,0,단어,명사,고유어,
아래쪽,0,단어,명사,고유어,
아래층,0,단어,명사,혼종어,아래層
아래턱,0,단어,명사,고유어,
아래편,0,단어,명사,혼종어,아래便
아랫것,0,단어,명사,고유어,
아랫길,0,단어,명사,고유어,
아랫길,0,단어,명사,고유어,
아랫니,0,단어,명사,고유어,
아랫단,0,단어,명사,고유어,
아랫도리,0,단어,명사,고유어,
아랫도리,0,단어,명사,고유어,
아랫목,0,단어,명사,고유어,
아랫물,0,단어,명사,고유어,
아랫물,0,단어,명사,고유어,
아랫배,0,단어,명사,고유어,
아랫사람,0,단어,명사,고유어,
아랫사람,0,단어,명사,고유어,
아랫입술,0,단어,명사,고유어,
아랫자리,0,단어,명사,고유어,
아랫자리,0,단어,명사,고유어,
아랫자리,0,단어,명사,고유어,
아랫자리,0,단어,명사,고유어,
아랫집,0,단어,명사,고유어,
아량,0,단어,명사,한자어,雅量
아련하다,0,단어,형용사,고유어,
아련히,0,단어,부사,고유어,
아령,0,단어,명사,한자어,啞鈴
아로마,0,단어,명사,외래어,aroma
아롱거리다,0,단어,동사,고유어,
아롱대다,0,단어,동사,고유어,
아롱아롱,0,단어,부사,고유어,
아롱아롱하다,0,단어,동사,고유어,
아롱이다,0,단어,동사,고유어,
아뢰다,0,단어,동사,고유어,
아류,0,단어,명사,한자어,亞流
아르바이트,0,단어,명사,외래어,Arbeit
아르바이트하다,0,단어,동사,혼종어,Arbeit하다
아르헨티나,0,단어,명사,외래어,Argentina
아른거리다,0,단어,동사,고유어,
아른거리다,0,단어,동사,고유어,
아른거리다,0,단어,동사,고유어,
아른대다,0,단어,동사,고유어,
아른대다,0,단어,동사,고유어,
아른대다,0,단어,동사,고유어,
아른아른,0,단어,부사,고유어,
아른아른,0,단어,부사,고유어,
아른아른,0,단어,부사,고유어,
아른아른하다,0,단어,동사,고유어,
아른아른하다,0,단어,동사,고유어,
아른아른하다,0,단어,동사,고유어,
아름,1,단어,명사,고유어,
아름,2,단어,의존 명사,고유어,
아름,2,단어,의존 명사,고유어,
아름다우-,0,단어,품사 없음,고유어,
아름다움,0,단어,명사,고유어,
아름다워-,0,단어,품사 없음,고유어,
아름답-,0,단어,품사 없음,고유어,
아름답다,0,단어,형용사,고유어,
아름답다,0,단어,형용사,고유어,
아름드리,0,단어,명사,고유어,
아리다,0,단어,형용사,고유어,
아리다,0,단어,형용사,고유어,
아리다,0,단어,형용사,고유어,
아리땁다,0,단어,형용사,고유어,
아리랑,0,단어,명사,고유어,
아리송하다,0,단어,형용사,고유어,
아리송하다,0,단어,형용사,고유어,
아리아,0,단어,명사,외래어,aria
아마,0,단어,부사,고유어,
아마도,0,단어,부사,고유어,
아마추어,0,단어,명사,외래어,amateur
아메바,0,단어,명사,외래어,amoeba
아멘,0,단어,감탄사,외래어,amen
아명,0,단어,명사,한자어,兒名
아몬드,0,단어,명사,외래어,almond
아무,1,단어,대명사,고유어,
아무,1,단어,대명사,고유어,
아무,2,단어,관형사,고유어,
아무,2,단어,관형사,고유어,
아무개,0,단어,대명사,고유어,
아무것,0,단어,명사,고유어,
아무것,0,단어,명사,고유어,
아무것,0,부표제어,명사,,
아무래도,1,단어,부사,고유어,
아무래도,2,단어,품사 없음,고유어,
아무러-,0,단어,품사 없음,고유어,
아무러면,0,단어,부사,고유어,
아무런,0,단어,관형사,고유어,
아무렇-,0,단어,품사 없음,고유어,
아무렇다,0,단어,형용사,고유어,
아무렇다,0,단어,형용사,고유어,
아무렇다,0,부표제어,형용사,,
아무려면,0,단어,감탄사,고유어,
아무렴,0,단어,감탄사,고유어,
아무리,1,단어,부사,고유어,
아무리,1,단어,부사,고유어,
아무리,2,단어,감탄사,고유어,
아무아무,0,단어,대명사,고유어,
아무짝,0,단어,명사,고유어,
아무쪼록,0,단어,부사,고유어,
아무튼,0,단어,부사,고유어,
아무튼지,0,단어,부사,고유어,
아물다,0,단어,동사,고유어,
아뭏든,0,단어,부사,고유어,
아미노산,0,단어,명사,혼종어,amino酸
아버님,0,단어,명사,고유어,
아버님,0,단어,명사,고유어,
아버님,0,단어,명사,고유어,
아버님,0,단어,명사,고유어,
아버님,0,단어,명사,고유어,
아버님,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아버지,0,단어,명사,고유어,
아버지,0,단어,명사,고유어,
아버지,0,단어,명사,고유어,
아버지,0,단어,명사,고유어,
아버지,0,단어,명사,고유어,
아버지,0,단어,명사,고유어,
아범,0,단어,명사,고유어,
아범,0,단어,명사,고유어,
아범,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아부,0,단어,명사,한자어,阿附
아부하다,0,단어,동사,혼종어,阿附하다
아비,0,단어,명사,고유어,
아비,0,단어,명사,고유어,
아비,0,단어,명사,고유어,
아비,0,단어,명사,고유어,
아비,0,부표제어,명사,,
아비,0,부표제어,명사,,
아비,0,부표제어,명사,,
아비규환,0,단어,명사,한자어,阿鼻叫喚
아빠,0,단어,명사,고유어,
아빠,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아뿔싸,0,단어,감탄사,고유어,
아사,0,단어,명사,한자어,餓死
아삭,0,단어,부사,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아서라,0,단어,감탄사,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아세톤,0,단어,명사,외래어,acetone
아수라장,0,단어,명사,한자어,阿修羅場
아쉬우-,0,단어,품사 없음,고유어,
아쉬움,0,단어,명사,고유어,
아쉬워-,0,단어,품사 없음,고유어,
아쉬워하다,0,단어,동사,고유어,
아쉬워하다,0,단어,동사,고유어,
아쉽-,0,단어,품사 없음,고유어,
아쉽다,0,단어,형용사,고유어,
아쉽다,0,단어,형용사,고유어,
아쉽다,0,부표제어,형용사,,
아쉽다,0,부표제어,형용사,,
아스팔트,0,단어,명사,외래어,asphalt
아스피린,0,단어,명사,외래어,aspirin
아슬아슬,0,단어,부사,고유어,
아슬아슬,0,단어,부사,고유어,
아슬아슬하다,0,단어,형용사,고유어,
아슬아슬하다,0,단어,형용사,고유어,
아시아,0,단어,명사,외래어,Asia
아아,0,단어,감탄사,고유어,
아아,0,단어,감탄사,고유어,
아아,0,단어,감탄사,고유어,
아야,0,단어,감탄사,고유어,
아야,0,단어,감탄사,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,0,단어,어미,고유어,
-아야겠-,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,단어,어미,고유어,
#NAME?,1,단어,어미,고유어,
#NAME?,2,단어,어미,고유어,
#NAME?,2,단어,어미,고유어,
#NAME?,2,단어,어미,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아양,0,단어,명사,고유어,
아역,0,단어,명사,한자어,兒役
아연실색하다,0,단어,동사,혼종어,啞然失色하다
아열대,0,단어,명사,한자어,亞熱帶
아예,0,단어,부사,고유어,
아예,0,단어,부사,고유어,
아예,0,단어,부사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아옹다옹,0,단어,부사,고유어,
아옹다옹하다,0,단어,동사,고유어,
#NAME?,0,단어,어미,고유어,
아우,0,단어,명사,고유어,
아우,0,단어,명사,고유어,
아우르다,0,단어,동사,고유어,
아우성,0,단어,명사,혼종어,아우聲
아우성치다,0,단어,동사,혼종어,아우聲치다
아울러,0,단어,부사,고유어,
아울러,0,단어,부사,고유어,
아웃,0,단어,명사,외래어,out
아웃,0,단어,명사,외래어,out
아웃사이더,0,단어,명사,외래어,outsider
아유,0,단어,감탄사,고유어,
아유,0,단어,감탄사,고유어,
아이,1,단어,명사,고유어,
아이,1,단어,명사,고유어,
아이,1,단어,명사,고유어,
아이,1,부표제어,명사,,
아이,1,부표제어,명사,,
아이,1,부표제어,명사,,
아이,1,부표제어,명사,,
아이,1,부표제어,명사,,
아이,2,단어,감탄사,고유어,
아이,2,단어,감탄사,고유어,
아이,2,단어,감탄사,고유어,
아이고,0,단어,감탄사,고유어,
아이고,0,단어,감탄사,고유어,
아이고,0,단어,감탄사,고유어,
아이고,0,단어,감탄사,고유어,
아이고머니,0,단어,감탄사,고유어,
아이고머니나,0,단어,감탄사,고유어,
아이구,0,단어,감탄사,고유어,
아이구머니,0,단어,감탄사,고유어,
아이디,0,단어,명사,외래어,ID
아이디어,0,단어,명사,외래어,idea
아이러니,0,단어,명사,외래어,irony
아이러니,0,단어,명사,외래어,irony
아이러니,0,단어,명사,외래어,irony
아이보리,0,단어,명사,외래어,ivory
아이섀도,0,단어,명사,외래어,eye shadow
아이스박스,0,단어,명사,외래어,icebox
아이스커피,0,단어,명사,외래어,▼ice coffee
아이스케이크,0,단어,명사,외래어,▼ice cake
아이스크림,0,단어,명사,외래어,ice cream
아이스티,0,단어,명사,외래어,ice tea
아이스하키,0,단어,명사,외래어,ice hockey
아이슬란드,0,단어,명사,외래어,Iceland
아이참,0,단어,감탄사,고유어,
아이콘,0,단어,명사,외래어,icon
아이큐,0,단어,명사,외래어,IQ
아일랜드,0,단어,명사,외래어,Ireland
#NAME?,0,문법‧표현,품사 없음,고유어,
아장아장,0,단어,부사,고유어,
아쟁,0,단어,명사,한자어,牙箏
아저씨,0,단어,명사,고유어,
아저씨,0,단어,명사,고유어,
아전인수,0,단어,명사,한자어,我田引水
아주,1,단어,부사,고유어,
아주,1,단어,부사,고유어,
아주,1,단어,부사,고유어,
아주,2,단어,감탄사,고유어,
아주낮춤,0,단어,명사,고유어,
아주낮춤,0,단어,명사,고유어,
아주높임,0,단어,명사,고유어,
아주높임,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아주머니,0,단어,명사,고유어,
아주머니,0,단어,명사,고유어,
아주버니,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아줌마,0,단어,명사,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
#NAME?,0,문법‧표현,품사 없음,고유어,
아지랑이,0,단어,명사,고유어,
아지랭이,0,단어,명사,고유어,
아지트,0,단어,명사,외래어,←agitpunkt
아지트,0,단어,명사,외래어,←agitpunkt
아지트,0,단어,명사,외래어,←agitpunkt
아직,0,단어,부사,고유어,
아직껏,0,단어,부사,고유어,
아쭈,0,단어,감탄사,고유어,
아찔,0,단어,부사,고유어,
아찔하다,0,단어,형용사,고유어,
아차,1,단어,부사,고유어,
아차,2,단어,감탄사,고유어,
아첨,0,단어,명사,한자어,阿諂
아첨하다,0,단어,동사,혼종어,阿諂하다
아치,0,단어,명사,외래어,arch
아치,0,단어,명사,외래어,arch
#NAME?,0,단어,접사,고유어,
아치형,0,단어,명사,혼종어,arch形
아침,0,단어,명사,고유어,
아침,0,단어,명사,고유어,
아침거리,0,단어,명사,고유어,
아침나절,0,단어,명사,고유어,
아침내,0,단어,부사,고유어,
아침밥,0,단어,명사,고유어,
아침상,0,단어,명사,혼종어,아침床
아침저녁,0,단어,명사,고유어,
아카데미,0,단어,명사,외래어,academy
아카시아,0,단어,명사,외래어,acacia
아코디언,0,단어,명사,외래어,accordion
아크릴,0,단어,명사,외래어,←acrylic
아킬레스건,0,단어,명사,혼종어,Achilles腱
아킬레스건,0,단어,명사,혼종어,Achilles腱
아토피,0,단어,명사,외래어,atopy
아트홀,0,단어,명사,외래어,art hall
아티스트,0,단어,명사,외래어,artist
아파-,0,단어,품사 없음,고유어,
아파트,0,단어,명사,외래어,←apartment
아파하다,0,단어,동사,고유어,
아편,0,단어,명사,한자어,阿片/鴉片
아프-,0,단어,품사 없음,고유어,
아프가니스탄,0,단어,명사,외래어,Afghanistan
아프다,0,단어,형용사,고유어,
아프다,0,단어,형용사,고유어,
아프다,0,단어,형용사,고유어,
아프다,0,단어,형용사,고유어,
아프다,0,부표제어,형용사,,
아프리카,0,단어,명사,외래어,Africa
아픔,0,단어,명사,고유어,
아픔,0,단어,명사,고유어,
아하,0,단어,감탄사,고유어,
아홉,1,단어,수사,고유어,
아홉,1,부표제어,수사,,
아홉,2,단어,관형사,고유어,
아홉수,0,단어,명사,혼종어,아홉數
아홉째,1,단어,명사,고유어,
아홉째,2,단어,수사,고유어,
아홉째,3,단어,관형사,고유어,
아휴,0,단어,감탄사,고유어,
아흐레,0,단어,명사,고유어,
아흐레,0,단어,명사,고유어,
아흔,1,단어,수사,고유어,
아흔,2,단어,관형사,고유어,
악,1,단어,명사,고유어,
악,1,부표제어,명사,,
악,2,단어,감탄사,고유어,
악,2,단어,감탄사,고유어,
악,3,단어,명사,한자어,惡
악곡,0,단어,명사,한자어,樂曲
악곡,0,단어,명사,한자어,樂曲
악기,0,단어,명사,한자어,樂器
악기점,0,단어,명사,한자어,樂器店
악다물다,0,단어,동사,고유어,
악단,0,단어,명사,한자어,樂團
악단,0,단어,명사,한자어,樂團
악담,0,단어,명사,한자어,惡談
악담하다,0,단어,동사,혼종어,惡談하다
악당,0,단어,명사,한자어,惡黨
악당,0,단어,명사,한자어,惡黨
악덕,0,단어,명사,한자어,惡德
악독,0,단어,명사,한자어,惡毒
악독하다,0,단어,형용사,혼종어,惡毒하다
악동,0,단어,명사,한자어,惡童
악동,0,단어,명사,한자어,惡童
악랄,0,단어,명사,한자어,惡辣
악랄하다,0,단어,형용사,혼종어,惡辣하다
악령,0,단어,명사,한자어,惡靈
악마,0,단어,명사,한자어,惡魔
악마,0,단어,명사,한자어,惡魔
악마,0,단어,명사,한자어,惡魔
악마,0,단어,명사,한자어,惡魔
악마적,1,단어,명사,한자어,惡魔的
악마적,2,단어,관형사,한자어,惡魔的
악명,0,단어,명사,한자어,惡名
악몽,0,단어,명사,한자어,惡夢
악몽,0,단어,명사,한자어,惡夢
악물다,0,단어,동사,고유어,
악법,0,단어,명사,한자어,惡法
악법,0,단어,명사,한자어,惡法
악보,0,단어,명사,한자어,樂譜
악사,0,단어,명사,한자어,樂士
악상,0,단어,명사,한자어,樂想
악성,0,단어,명사,한자어,惡性
악성,0,단어,명사,한자어,惡性
악세사리,0,단어,명사,고유어,
악센트,0,단어,명사,외래어,accent
악센트,0,단어,명사,외래어,accent
악셀,0,단어,명사,고유어,
악수,0,단어,명사,한자어,握手
악수하다,0,단어,동사,혼종어,握手하다
악순환,0,단어,명사,한자어,惡循環
악순환,0,단어,명사,한자어,惡循環
악습,0,단어,명사,한자어,惡習
악쓰다,0,단어,동사,고유어,
악어,0,단어,명사,한자어,鰐魚
악역,0,단어,명사,한자어,惡役
악역,0,단어,명사,한자어,惡役
악연,0,단어,명사,한자어,惡緣
악영향,0,단어,명사,한자어,惡影響
악용,0,단어,명사,한자어,惡用
악용되다,0,단어,동사,혼종어,惡用되다
악용하다,0,단어,동사,혼종어,惡用하다
악의,0,단어,명사,한자어,惡意
악의,0,단어,명사,한자어,惡意
악인,0,단어,명사,한자어,惡人
악전고투,0,단어,명사,한자어,惡戰苦鬪
악전고투하다,0,단어,동사,혼종어,惡戰苦鬪하다
악조건,0,단어,명사,한자어,惡條件
악질,0,단어,명사,한자어,惡質
악착,0,단어,명사,한자어,齷齪
악착같다,0,단어,형용사,혼종어,齷齪같다
악착같이,0,단어,부사,혼종어,齷齪같이
악착스럽다,0,단어,형용사,혼종어,齷齪스럽다
악천후,0,단어,명사,한자어,惡天候
악취,0,단어,명사,한자어,惡臭
악취미,0,단어,명사,한자어,惡趣味
악취미,0,단어,명사,한자어,惡趣味
악평,0,단어,명사,한자어,惡評
악평하다,0,단어,동사,혼종어,惡評하다
악필,0,단어,명사,한자어,惡筆
악필,0,단어,명사,한자어,惡筆
악하다,0,단어,형용사,혼종어,惡하다
악한,0,단어,명사,한자어,惡漢
악행,0,단어,명사,한자어,惡行
악화,0,단어,명사,한자어,惡化
악화,0,단어,명사,한자어,惡化
악화되다,0,단어,동사,혼종어,惡化되다
악화되다,0,단어,동사,혼종어,惡化되다
악화시키다,0,단어,동사,혼종어,惡化시키다
악화시키다,0,단어,동사,혼종어,惡化시키다
악화하다,0,단어,동사,혼종어,惡化하다
악화하다,0,단어,동사,혼종어,惡化하다
#NAME?,0,단어,접사,한자어,岸
안,1,단어,명사,고유어,
안,1,단어,명사,고유어,
안,1,단어,명사,고유어,
안,1,단어,명사,고유어,
안,1,단어,명사,고유어,
안,1,단어,명사,고유어,
안,2,단어,부사,고유어,
안,3,단어,명사,한자어,案
안,3,단어,명사,한자어,案
안,3,단어,명사,한자어,案
