표제어,동형어 번호,구분,품사,고유어 여부,원어
팡팡,1,단어,부사,고유어,
팡팡,1,단어,부사,고유어,
팡팡,1,단어,부사,고유어,
팡팡,1,단어,부사,고유어,
팡팡,1,단어,부사,고유어,
팡팡,2,단어,부사,고유어,
팡팡,2,단어,부사,고유어,
팡팡,2,단어,부사,고유어,
팡팡,3,단어,부사,고유어,
팡팡,3,단어,부사,고유어,
팥,0,단어,명사,고유어,
팥,0,부표제어,명사,,
팥,0,부표제어,명사,,
팥,0,부표제어,명사,,
팥고물,0,단어,명사,고유어,
팥빙수,0,단어,명사,혼종어,팥氷水
팥죽,0,단어,명사,혼종어,팥粥
팥쥐,0,단어,명사,고유어,
패,1,단어,명사,한자어,敗
패,2,단어,명사,한자어,牌
패,2,단어,명사,한자어,牌
패,2,단어,명사,한자어,牌
패,3,단어,명사,한자어,牌
패,3,단어,명사,한자어,牌
패,4,단어,명사,한자어,霸
패,5,단어,의존 명사,한자어,敗
패가망신,0,단어,명사,한자어,敗家亡身
패거리,0,단어,명사,혼종어,牌거리
패권,0,단어,명사,한자어,霸權
패기,0,단어,명사,한자어,霸氣
패기만만하다,0,단어,형용사,혼종어,霸氣滿滿하다
패널,0,단어,명사,외래어,panel
패다,1,단어,동사,고유어,
패다,2,단어,동사,고유어,
패다,3,단어,동사,고유어,
패다,3,단어,동사,고유어,
패다,3,단어,동사,고유어,
패드,0,단어,명사,외래어,pad
패드,0,단어,명사,외래어,pad
패드,0,단어,명사,외래어,pad
패러다임,0,단어,명사,외래어,paradigm
패러독스,0,단어,명사,외래어,paradox
패륜,0,단어,명사,한자어,悖倫
패륜아,0,단어,명사,한자어,悖倫兒
패망,0,단어,명사,한자어,敗亡
패망하다,0,단어,동사,혼종어,敗亡하다
패물,0,단어,명사,한자어,佩物
패배,0,단어,명사,한자어,敗北
패배감,0,단어,명사,한자어,敗北感
패배시키다,0,단어,동사,혼종어,敗北시키다
패배자,0,단어,명사,한자어,敗北者
패배주의,0,단어,명사,한자어,敗北主義
패배하다,0,단어,동사,혼종어,敗北하다
패션,0,단어,명사,외래어,fashion
패션계,0,단어,명사,혼종어,fashion系
패션쇼,0,단어,명사,외래어,fashion show
패소,0,단어,명사,한자어,敗訴
패소하다,0,단어,동사,혼종어,敗訴하다
패스,0,단어,명사,외래어,pass
패스,0,단어,명사,외래어,pass
패스,0,단어,명사,외래어,pass
패스,0,단어,명사,외래어,pass
패스,0,단어,명사,외래어,pass
패스트푸드,0,단어,명사,외래어,fast food
패스포트,0,단어,명사,외래어,passport
패스하다,0,단어,동사,혼종어,pass하다
패스하다,0,단어,동사,혼종어,pass하다
패스하다,0,단어,동사,혼종어,pass하다
패싸움,0,단어,명사,혼종어,牌싸움
패악,0,단어,명사,한자어,悖惡
패악스럽다,0,단어,형용사,혼종어,悖惡스럽다
패악하다,0,단어,형용사,혼종어,悖惡하다
패이다,0,단어,동사,고유어,
패인,0,단어,명사,한자어,敗因
패자,0,단어,명사,한자어,敗者
패자 부활전,0,구,품사 없음,한자어,敗者復活戰
패자전,0,단어,명사,한자어,敗者戰
패잔병,0,단어,명사,한자어,敗殘兵
패전,0,단어,명사,한자어,敗戰
패전국,0,단어,명사,한자어,敗戰國
패전하다,0,단어,동사,혼종어,敗戰하다
패키지,0,단어,명사,외래어,package
패키지,0,단어,명사,외래어,package
패킹,0,단어,명사,외래어,packing
패턴,0,단어,명사,외래어,pattern
패하다,0,단어,동사,혼종어,敗하다
패혈증,0,단어,명사,한자어,敗血症
팩,0,단어,명사,외래어,pack
팩,0,단어,명사,외래어,pack
팩스,0,단어,명사,외래어,fax
팩시밀리,0,단어,명사,외래어,facsimile
팬,1,단어,명사,외래어,fan
팬,2,단어,명사,외래어,fan
팬,3,단어,명사,외래어,pan
팬지,0,단어,명사,외래어,pansy
팬츠,0,단어,명사,외래어,pants
팬츠,0,단어,명사,외래어,pants
팬케이크,0,단어,명사,외래어,pancake
팬터마임,0,단어,명사,외래어,pantomime
팬티,0,단어,명사,외래어,←panties
팬티스타킹,0,단어,명사,외래어,▼panty stocking
팸플릿,0,단어,명사,외래어,pamphlet
팻말,0,단어,명사,혼종어,牌말
팽,0,단어,부사,고유어,
팽,0,단어,부사,고유어,
팽,0,단어,부사,고유어,
팽개치다,0,단어,동사,고유어,
팽개치다,0,단어,동사,고유어,
팽그르르,0,단어,부사,고유어,
팽그르르,0,단어,부사,고유어,
팽그르르,0,단어,부사,고유어,
팽배,0,단어,명사,한자어,澎湃/彭湃
팽배하다,0,단어,동사,혼종어,澎湃/彭湃하다
팽이,0,단어,명사,고유어,
팽이버섯,0,단어,명사,고유어,
팽이치기,0,단어,명사,고유어,
팽창,0,단어,명사,한자어,膨脹
팽창,0,단어,명사,한자어,膨脹
팽창되다,0,단어,동사,혼종어,膨脹되다
팽창되다,0,단어,동사,혼종어,膨脹되다
팽창하다,0,단어,동사,혼종어,膨脹하다
팽창하다,0,단어,동사,혼종어,膨脹하다
팽팽,0,단어,부사,고유어,
팽팽,0,단어,부사,고유어,
팽팽,0,단어,부사,고유어,
팽팽하다,0,단어,형용사,고유어,
팽팽하다,0,단어,형용사,고유어,
팽팽하다,0,단어,형용사,고유어,
팽팽하다,0,단어,형용사,고유어,
팽팽하다,0,단어,형용사,고유어,
팽팽히,0,단어,부사,고유어,
팽팽히,0,단어,부사,고유어,
팽팽히,0,단어,부사,고유어,
팽팽히,0,단어,부사,고유어,
팽팽히,0,단어,부사,고유어,
퍼-,0,단어,품사 없음,고유어,
퍼내다,0,단어,동사,고유어,
퍼내다,0,단어,동사,고유어,
퍼덕,0,단어,부사,고유어,
퍼덕,0,단어,부사,고유어,
퍼덕,0,단어,부사,고유어,
퍼덕거리다,0,단어,동사,고유어,
퍼덕거리다,0,단어,동사,고유어,
퍼덕거리다,0,단어,동사,고유어,
퍼덕대다,0,단어,동사,고유어,
퍼덕대다,0,단어,동사,고유어,
퍼덕대다,0,단어,동사,고유어,
퍼덕이다,0,단어,동사,고유어,
퍼덕이다,0,단어,동사,고유어,
퍼덕이다,0,단어,동사,고유어,
퍼덕퍼덕,0,단어,부사,고유어,
퍼덕퍼덕,0,단어,부사,고유어,
퍼덕퍼덕,0,단어,부사,고유어,
퍼덕퍼덕하다,0,단어,동사,고유어,
퍼덕퍼덕하다,0,단어,동사,고유어,
퍼덕퍼덕하다,0,단어,동사,고유어,
퍼덕하다,0,단어,동사,고유어,
퍼덕하다,0,단어,동사,고유어,
퍼덕하다,0,단어,동사,고유어,
퍼뜨리다,0,단어,동사,고유어,
퍼뜩,0,단어,부사,고유어,
퍼뜩,0,단어,부사,고유어,
퍼뜩,0,단어,부사,고유어,
퍼렇다,0,단어,형용사,고유어,
퍼렇다,0,단어,형용사,고유어,
퍼렇다,0,단어,형용사,고유어,
퍼렇다,0,단어,형용사,고유어,
퍼렇다,0,단어,형용사,고유어,
퍼레이드,0,단어,명사,외래어,parade
퍼마시다,0,단어,동사,고유어,
퍼먹다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼붓다,0,단어,동사,고유어,
퍼센트,0,단어,의존 명사,외래어,percent
퍼져-,0,단어,품사 없음,고유어,
퍼즐,0,단어,명사,외래어,puzzle
퍼지-,0,단어,품사 없음,고유어,
퍼지다,0,단어,동사,고유어,
퍼지다,0,단어,동사,고유어,
퍼지다,0,단어,동사,고유어,
퍼지다,0,단어,동사,고유어,
퍼지다,0,단어,동사,고유어,
퍼지다,0,단어,동사,고유어,
퍼지르다,1,단어,동사,고유어,
퍼지르다,2,단어,동사,고유어,
퍼지르다,2,단어,동사,고유어,
퍼지르다,2,단어,동사,고유어,
퍽,1,단어,부사,고유어,
퍽,1,단어,부사,고유어,
퍽,1,단어,부사,고유어,
퍽,1,단어,부사,고유어,
퍽,1,단어,부사,고유어,
퍽,2,단어,부사,고유어,
퍽퍽,0,단어,부사,고유어,
퍽퍽,0,단어,부사,고유어,
퍽퍽,0,단어,부사,고유어,
퍽퍽,0,단어,부사,고유어,
퍽퍽,0,단어,부사,고유어,
퍽퍽,0,단어,부사,고유어,
퍽퍽,0,단어,부사,고유어,
펀드,0,단어,명사,외래어,fund
펀드,0,단어,명사,외래어,fund
펀치,0,단어,명사,외래어,punch
펀펀하다,0,단어,형용사,고유어,
펀펀하다,0,단어,형용사,고유어,
펄떡,0,단어,부사,고유어,
펄떡,0,단어,부사,고유어,
펄떡거리다,0,단어,동사,고유어,
펄떡거리다,0,단어,동사,고유어,
펄떡거리다,0,단어,동사,고유어,
펄떡대다,0,단어,동사,고유어,
펄떡대다,0,단어,동사,고유어,
펄떡대다,0,단어,동사,고유어,
펄떡펄떡,0,단어,부사,고유어,
펄떡펄떡,0,단어,부사,고유어,
펄떡펄떡,0,단어,부사,고유어,
펄떡펄떡하다,0,단어,동사,고유어,
펄떡펄떡하다,0,단어,동사,고유어,
펄떡펄떡하다,0,단어,동사,고유어,
펄떡하다,0,단어,동사,고유어,
펄떡하다,0,단어,동사,고유어,
펄럭,0,단어,부사,고유어,
펄럭거리다,0,단어,동사,고유어,
펄럭대다,0,단어,동사,고유어,
펄럭이다,0,단어,동사,고유어,
펄럭펄럭,0,단어,부사,고유어,
펄럭펄럭하다,0,단어,동사,고유어,
펄럭하다,0,단어,동사,고유어,
펄쩍,0,단어,부사,고유어,
펄쩍,0,단어,부사,고유어,
펄쩍펄쩍,0,단어,부사,고유어,
펄펄,0,단어,부사,고유어,
펄펄,0,단어,부사,고유어,
펄펄,0,단어,부사,고유어,
펄펄,0,단어,부사,고유어,
펄펄,0,단어,부사,고유어,
펄펄,0,단어,부사,고유어,
펄펄하다,0,단어,형용사,고유어,
펄펄하다,0,단어,형용사,고유어,
펌프,0,단어,명사,외래어,pump
펑,0,단어,부사,고유어,
펑,0,단어,부사,고유어,
펑크,0,단어,명사,외래어,←puncture
펑크,0,단어,명사,외래어,←puncture
펑크,0,단어,명사,외래어,←puncture
펑크,0,단어,명사,외래어,←puncture
펑퍼짐하다,0,단어,형용사,고유어,
펑펑,1,단어,부사,고유어,
펑펑,1,단어,부사,고유어,
펑펑,1,단어,부사,고유어,
펑펑,1,단어,부사,고유어,
펑펑,2,단어,부사,고유어,
펑펑,2,단어,부사,고유어,
펑펑,2,단어,부사,고유어,
펑펑,2,단어,부사,고유어,
페달,0,단어,명사,외래어,pedal
페루,0,단어,명사,외래어,Peru
페미니스트,0,단어,명사,외래어,feminist
페미니즘,0,단어,명사,외래어,feminism
페스트,0,단어,명사,외래어,pest
페스티벌,0,단어,명사,외래어,festival
페이지,0,단어,명사,외래어,page
페이지,0,단어,명사,외래어,page
페인트,0,단어,명사,외래어,paint
페인트칠,0,단어,명사,혼종어,paint漆
페트병,0,단어,명사,혼종어,PET甁
페티코트,0,단어,명사,외래어,petticoat
펜,0,단어,명사,외래어,pen
펜,0,단어,명사,외래어,pen
펜,0,단어,명사,외래어,pen
펜대,0,단어,명사,혼종어,pen대
펜던트,0,단어,명사,외래어,pendant
펜던트,0,단어,명사,외래어,pendant
펜션,0,단어,명사,외래어,pension
펜싱,0,단어,명사,외래어,fencing
펜촉,0,단어,명사,혼종어,pen鏃
펜치,0,단어,명사,외래어,←pincers
펜팔,0,단어,명사,외래어,pen pal
펭귄,0,단어,명사,외래어,penguin
펴-,0,단어,품사 없음,고유어,
펴내다,0,단어,동사,고유어,
펴낸이,0,단어,명사,고유어,
펴다,0,단어,동사,고유어,
펴다,0,단어,동사,고유어,
펴다,0,단어,동사,고유어,
펴다,0,단어,동사,고유어,
펴다,0,단어,동사,고유어,
펴다,0,단어,동사,고유어,
펴지다,0,단어,동사,고유어,
펴지다,0,단어,동사,고유어,
펴지다,0,단어,동사,고유어,
펴지다,0,단어,동사,고유어,
편,1,단어,명사,한자어,便
편,2,단어,명사,한자어,編
편,3,단어,의존 명사,한자어,便
편,3,단어,의존 명사,한자어,便
편,3,단어,의존 명사,한자어,便
편,4,단어,의존 명사,한자어,便
편,5,단어,의존 명사,한자어,篇
편,5,단어,의존 명사,한자어,篇
편,5,단어,의존 명사,한자어,篇
편견,0,단어,명사,한자어,偏見
편곡,0,단어,명사,한자어,編曲
편곡되다,0,단어,동사,혼종어,編曲되다
편곡하다,0,단어,동사,혼종어,編曲하다
편도,0,단어,명사,한자어,片道
편도선,0,단어,명사,한자어,扁桃腺
편도선염,0,단어,명사,한자어,扁桃腺炎
편동풍,0,단어,명사,한자어,偏東風
편두통,0,단어,명사,한자어,偏頭痛
편들다,0,단어,동사,혼종어,便들다
편람,0,단어,명사,한자어,便覽
편력,0,단어,명사,한자어,遍歷
편력,0,단어,명사,한자어,遍歷
편력하다,0,단어,동사,혼종어,遍歷하다
편력하다,0,단어,동사,혼종어,遍歷하다
편리,0,단어,명사,한자어,便利
편리성,0,단어,명사,한자어,便利性
편리하다,0,단어,형용사,혼종어,便利하다
편린,0,단어,명사,한자어,片鱗
편모,0,단어,명사,한자어,偏母
편법,0,단어,명사,한자어,便法
편벽되다,0,단어,형용사,혼종어,偏僻되다
편서풍,0,단어,명사,한자어,偏西風
편성,0,단어,명사,한자어,編成
편성,0,단어,명사,한자어,編成
편성되다,0,단어,동사,혼종어,編成되다
편성되다,0,단어,동사,혼종어,編成되다
편성하다,0,단어,동사,혼종어,編成하다
편성하다,0,단어,동사,혼종어,編成하다
편수,0,단어,명사,한자어,便數
편승,0,단어,명사,한자어,便乘
편승,0,단어,명사,한자어,便乘
편승하다,0,단어,동사,혼종어,便乘하다
편승하다,0,단어,동사,혼종어,便乘하다
편식,0,단어,명사,한자어,偏食
편식하다,0,단어,동사,혼종어,偏食하다
편싸움,0,단어,명사,혼종어,便싸움
편안,0,단어,명사,한자어,便安
편안하다,0,단어,형용사,혼종어,便安하다
편안히,0,단어,부사,혼종어,便安히
편애,0,단어,명사,한자어,偏愛
편애하다,0,단어,동사,혼종어,偏愛하다
편육,0,단어,명사,한자어,片肉
편의,0,단어,명사,한자어,便宜
편의점,0,단어,명사,한자어,便宜店
편익,0,단어,명사,한자어,便益
편입,0,단어,명사,한자어,編入
편입,0,단어,명사,한자어,編入
편입되다,0,단어,동사,혼종어,編入되다
편입되다,0,단어,동사,혼종어,編入되다
편입생,0,단어,명사,한자어,編入生
편입시키다,0,단어,동사,혼종어,編入시키다
편입시키다,0,단어,동사,혼종어,編入시키다
편입하다,0,단어,동사,혼종어,編入하다
편입하다,0,단어,동사,혼종어,編入하다
편재,0,단어,명사,한자어,偏在
편재되다,0,단어,동사,혼종어,偏在되다
편재하다,0,단어,동사,혼종어,偏在하다
편저,0,단어,명사,한자어,編著
편중,0,단어,명사,한자어,偏重
편중되다,0,단어,동사,혼종어,偏重되다
편중하다,0,단어,동사,혼종어,偏重하다
편지,0,단어,명사,한자어,便紙/片紙
편지글,0,단어,명사,혼종어,便紙글
편지 봉투,0,구,품사 없음,한자어,便紙封套
편지지,0,단어,명사,한자어,便紙紙
편지하다,0,단어,동사,혼종어,便紙/片紙하다
편지함,0,단어,명사,한자어,便紙函
편집,0,단어,명사,한자어,編輯
편집기,0,단어,명사,한자어,編輯機
편집되다,0,단어,동사,혼종어,編輯되다
편집부,0,단어,명사,한자어,編輯部
편집하다,0,단어,동사,혼종어,編輯하다
편찬,0,단어,명사,한자어,編纂
편찬되다,0,단어,동사,혼종어,編纂되다
편찬하다,0,단어,동사,혼종어,編纂하다
편찮다,0,단어,형용사,혼종어,便찮다
편파,0,단어,명사,한자어,偏頗
편파적,1,단어,명사,한자어,偏頗的
편파적,2,단어,관형사,한자어,偏頗的
편평하다,0,단어,형용사,혼종어,扁平하다
편하다,0,단어,형용사,혼종어,便하다
편하다,0,단어,형용사,혼종어,便하다
편향,0,단어,명사,한자어,偏向
편향되다,0,단어,동사,혼종어,偏向되다
편향성,0,단어,명사,한자어,偏向性
편향적,1,단어,명사,한자어,偏向的
편향적,2,단어,관형사,한자어,偏向的
편향하다,0,단어,동사,혼종어,偏向하다
편협,0,단어,명사,한자어,偏狹/褊狹
편협성,0,단어,명사,한자어,偏狹性
편협하다,0,단어,형용사,혼종어,偏狹/褊狹하다
편히,0,단어,부사,혼종어,便히
펼쳐-,0,단어,품사 없음,고유어,
펼쳐져-,0,단어,품사 없음,고유어,
펼쳐지-,0,단어,품사 없음,고유어,
펼쳐지다,0,단어,동사,고유어,
펼쳐지다,0,단어,동사,고유어,
펼쳐지다,0,단어,동사,고유어,
펼쳐지다,0,단어,동사,고유어,
펼쳐지다,0,단어,동사,고유어,
펼치-,0,단어,품사 없음,고유어,
펼치다,0,단어,동사,고유어,
펼치다,0,단어,동사,고유어,
펼치다,0,단어,동사,고유어,
펼치다,0,단어,동사,고유어,
펼치다,0,단어,동사,고유어,
폄하하다,0,단어,동사,혼종어,貶下하다
평,1,단어,명사,한자어,評
평,2,단어,의존 명사,한자어,坪
평가,0,단어,명사,한자어,評價
평가단,0,단어,명사,한자어,評價團
평가되다,0,단어,동사,혼종어,評價되다
평가전,0,단어,명사,한자어,評價戰
평가 절상,0,구,품사 없음,한자어,平價切上
평가 절하,0,구,품사 없음,한자어,平價切下
평가하다,0,단어,동사,혼종어,評價하다
평강,0,단어,명사,한자어,平康
평강하다,0,단어,형용사,혼종어,平康하다
평결,0,단어,명사,한자어,評決
평결되다,0,단어,동사,혼종어,評決되다
평결하다,0,단어,동사,혼종어,評決하다
평교사,0,단어,명사,한자어,平敎師
평균,0,단어,명사,한자어,平均
평균값,0,단어,명사,혼종어,平均값
평균 기온,0,구,품사 없음,한자어,平均氣溫
평균대,0,단어,명사,한자어,平均臺
평균대,0,단어,명사,한자어,平均臺
평균 수명,0,구,품사 없음,한자어,平均壽命
평균적,1,단어,명사,한자어,平均的
평균적,2,단어,관형사,한자어,平均的
평균치,0,단어,명사,한자어,平均値
평균하다,0,단어,동사,혼종어,平均하다
평년,0,단어,명사,한자어,平年
평년,0,단어,명사,한자어,平年
평년,0,단어,명사,한자어,平年
평년작,0,단어,명사,한자어,平年作
평단,0,단어,명사,한자어,評壇
평등,0,단어,명사,한자어,平等
평등권,0,단어,명사,한자어,平等權
평등사상,0,단어,명사,한자어,平等思想
평등주의,0,단어,명사,한자어,平等主義
평등하다,0,단어,형용사,혼종어,平等하다
평론,0,단어,명사,한자어,評論
평론가,0,단어,명사,한자어,評論家
평론하다,0,단어,동사,혼종어,評論하다
평면,0,단어,명사,한자어,平面
평면도,0,단어,명사,한자어,平面圖
평면 도형,0,구,품사 없음,한자어,平面圖形
평면적,1,단어,명사,한자어,平面的
평면적,1,단어,명사,한자어,平面的
평면적,2,단어,관형사,한자어,平面的
평면적,2,단어,관형사,한자어,平面的
평민,0,단어,명사,한자어,平民
평민,0,단어,명사,한자어,平民
평발,0,단어,명사,혼종어,平발
평방미터,0,단어,의존 명사,혼종어,平方meter
평방킬로미터,0,단어,의존 명사,혼종어,平方kilometer
평범하다,0,단어,형용사,혼종어,平凡하다
평범히,0,단어,부사,혼종어,平凡히
평복,0,단어,명사,한자어,平服
평복,0,단어,명사,한자어,平服
평사원,0,단어,명사,한자어,平社員
평상,1,단어,명사,한자어,平牀/平床
평상,2,단어,명사,한자어,平常
평상복,0,단어,명사,한자어,平常服
평상시,0,단어,명사,한자어,平常時
평상심,0,단어,명사,한자어,平常心
평생,0,단어,명사,한자어,平生
평생,0,부표제어,명사,,
평생,0,부표제어,명사,,
평생 교육,0,구,품사 없음,한자어,平生敎育
평생직장,0,단어,명사,한자어,平生職場
평생토록,0,단어,부사,혼종어,平生토록
평서문,0,단어,명사,한자어,平敍文
평소,0,단어,명사,한자어,平素
평수,0,단어,명사,한자어,坪數
평시,0,단어,명사,한자어,平時
평신도,0,단어,명사,한자어,平信徒
평안,1,단어,명사,한자어,平安
평안,2,단어,명사,한자어,平安
평안,2,부표제어,명사,,
평안남도,0,단어,명사,한자어,平安南道
평안도,0,단어,명사,한자어,平安道
평안북도,0,단어,명사,한자어,平安北道
평안하다,0,단어,형용사,혼종어,平安하다
평안히,0,단어,부사,혼종어,平安히
평야,0,단어,명사,한자어,平野
평양,0,단어,명사,한자어,平壤
평영,0,단어,명사,한자어,平泳
평온,0,단어,명사,한자어,平穩
평온하다,0,단어,형용사,혼종어,平穩하다
평온히,0,단어,부사,혼종어,平穩히
평원,0,단어,명사,한자어,平原
평의회,0,단어,명사,한자어,評議會
평이하다,0,단어,형용사,혼종어,平易하다
평일,0,단어,명사,한자어,平日
평일,0,단어,명사,한자어,平日
평자,0,단어,명사,한자어,評者
평전,0,단어,명사,한자어,評傳
평절,0,단어,명사,혼종어,平절
평점,0,단어,명사,한자어,評點
평점,0,단어,명사,한자어,評點
평정,1,단어,명사,한자어,平定
평정,1,단어,명사,한자어,平定
평정,2,단어,명사,한자어,平靜
평정되다,0,단어,동사,혼종어,平定되다
평정되다,0,단어,동사,혼종어,平定되다
평정심,0,단어,명사,한자어,平靜心
평정하다,1,단어,동사,혼종어,平定하다
평정하다,1,단어,동사,혼종어,平定하다
평정하다,2,단어,형용사,혼종어,平靜하다
평준화,0,단어,명사,한자어,平準化
평준화되다,0,단어,동사,혼종어,平準化되다
평준화하다,0,단어,동사,혼종어,平準化하다
평지,0,단어,명사,한자어,平地
평지풍파,0,단어,명사,한자어,平地風波
평탄,0,단어,명사,한자어,平坦
평탄,0,단어,명사,한자어,平坦
평탄,0,단어,명사,한자어,平坦
평탄하다,0,단어,형용사,혼종어,平坦하다
평탄하다,0,단어,형용사,혼종어,平坦하다
평탄하다,0,단어,형용사,혼종어,平坦하다
평판,0,단어,명사,한자어,評判
평판,0,단어,명사,한자어,評判
평평하다,0,단어,형용사,혼종어,平平하다
평평하다,0,단어,형용사,혼종어,平平하다
평하다,0,단어,동사,혼종어,評하다
평행,0,단어,명사,한자어,平行
평행,0,단어,명사,한자어,平行
평행봉,0,단어,명사,한자어,平行棒
평행봉,0,단어,명사,한자어,平行棒
평행 사변형,0,구,품사 없음,한자어,平行四邊形
평행선,0,단어,명사,한자어,平行線
평행선,0,단어,명사,한자어,平行線
평행하다,1,단어,동사,혼종어,平行하다
평행하다,1,단어,동사,혼종어,平行하다
평행하다,2,단어,형용사,혼종어,平行하다
평형,0,단어,명사,한자어,平衡
평형,0,단어,명사,한자어,平衡
평화,0,단어,명사,한자어,平和
평화,0,단어,명사,한자어,平和
평화로우-,0,단어,품사 없음,고유어,
평화로워-,0,단어,품사 없음,고유어,
평화롭-,0,단어,품사 없음,고유어,
평화롭다,0,단어,형용사,혼종어,平和롭다
평화상,0,단어,명사,한자어,平和賞
평화스럽다,0,단어,형용사,혼종어,平和스럽다
평화적,1,단어,명사,한자어,平和的
평화적,2,단어,관형사,한자어,平和的
평화주의,0,단어,명사,한자어,平和主義
평화 통일,0,구,품사 없음,한자어,平和統一
폐-,0,단어,접사,한자어,廢
폐,1,단어,명사,한자어,肺
폐,2,단어,명사,한자어,弊
폐,2,단어,명사,한자어,弊
폐가,0,단어,명사,한자어,廢家
폐가,0,단어,명사,한자어,廢家
폐간,0,단어,명사,한자어,廢刊
폐간되다,0,단어,동사,혼종어,廢刊되다
폐간시키다,0,단어,동사,혼종어,廢刊시키다
폐간하다,0,단어,동사,혼종어,廢刊하다
폐건전지,0,단어,명사,한자어,廢乾電池
폐결핵,0,단어,명사,한자어,肺結核
폐경,0,단어,명사,한자어,閉經
폐광,0,단어,명사,한자어,廢鑛
폐광,0,단어,명사,한자어,廢鑛
폐교,1,단어,명사,한자어,閉校
폐교,2,단어,명사,한자어,廢校
폐교,2,단어,명사,한자어,廢校
폐기,0,단어,명사,한자어,廢棄
폐기,0,단어,명사,한자어,廢棄
폐기되다,0,단어,동사,혼종어,廢棄되다
폐기되다,0,단어,동사,혼종어,廢棄되다
폐기물,0,단어,명사,한자어,廢棄物
폐기하다,0,단어,동사,혼종어,廢棄하다
폐기하다,0,단어,동사,혼종어,廢棄하다
폐단,0,단어,명사,한자어,弊端
폐렴,0,단어,명사,한자어,肺炎▽
폐막,0,단어,명사,한자어,閉幕
폐막되다,0,단어,동사,혼종어,閉幕되다
폐막식,0,단어,명사,한자어,閉幕式
폐막하다,0,단어,동사,혼종어,閉幕하다
폐물,0,단어,명사,한자어,廢物
폐물,0,단어,명사,한자어,廢物
폐백,0,단어,명사,한자어,幣帛
폐백,0,단어,명사,한자어,幣帛
폐백,0,단어,명사,한자어,幣帛
폐병,0,단어,명사,한자어,肺病
폐병,0,단어,명사,한자어,肺病
폐쇄,0,단어,명사,한자어,閉鎖
폐쇄,0,단어,명사,한자어,閉鎖
폐쇄,0,단어,명사,한자어,閉鎖
폐쇄되다,0,단어,동사,혼종어,閉鎖되다
폐쇄되다,0,단어,동사,혼종어,閉鎖되다
폐쇄되다,0,단어,동사,혼종어,閉鎖되다
폐쇄성,0,단어,명사,한자어,閉鎖性
폐쇄시키다,0,단어,동사,혼종어,閉鎖시키다
폐쇄시키다,0,단어,동사,혼종어,閉鎖시키다
폐쇄시키다,0,단어,동사,혼종어,閉鎖시키다
폐쇄적,1,단어,명사,한자어,閉鎖的
폐쇄적,2,단어,관형사,한자어,閉鎖的
폐쇄하다,0,단어,동사,혼종어,閉鎖하다
폐쇄하다,0,단어,동사,혼종어,閉鎖하다
폐쇄하다,0,단어,동사,혼종어,閉鎖하다
폐수,0,단어,명사,한자어,廢水
폐습,0,단어,명사,한자어,弊習
폐암,0,단어,명사,한자어,肺癌
폐업,0,단어,명사,한자어,廢業
폐업하다,0,단어,동사,혼종어,廢業하다
폐염,0,단어,명사,한자어,肺炎
폐인,0,단어,명사,한자어,廢人
폐인,0,단어,명사,한자어,廢人
폐장,0,단어,명사,한자어,閉場
폐장되다,0,단어,동사,혼종어,閉場되다
폐장하다,0,단어,동사,혼종어,閉場하다
폐점,0,단어,명사,한자어,閉店
폐점,0,단어,명사,한자어,閉店
폐점되다,0,단어,동사,혼종어,閉店되다
폐점되다,0,단어,동사,혼종어,閉店되다
폐점하다,0,단어,동사,혼종어,閉店하다
폐점하다,0,단어,동사,혼종어,閉店하다
폐지,0,단어,명사,한자어,廢止
폐지되다,0,단어,동사,혼종어,廢止되다
폐지하다,0,단어,동사,혼종어,廢止하다
폐차,0,단어,명사,한자어,廢車
폐차되다,0,단어,동사,혼종어,廢車되다
폐차장,0,단어,명사,한자어,廢車場
폐차하다,0,단어,동사,혼종어,廢車하다
폐품,0,단어,명사,한자어,廢品
폐하,0,단어,명사,한자어,陛下
폐하다,0,단어,동사,혼종어,廢하다
폐하다,0,단어,동사,혼종어,廢하다
폐하다,0,단어,동사,혼종어,廢하다
폐해,0,단어,명사,한자어,弊害
폐허,0,단어,명사,한자어,廢墟
폐활량,0,단어,명사,한자어,肺活量
폐회,0,단어,명사,한자어,閉會
폐회되다,0,단어,동사,혼종어,閉會되다
폐회식,0,단어,명사,한자어,閉會式
폐회하다,0,단어,동사,혼종어,閉會하다
폐휴지,0,단어,명사,한자어,廢休紙
포,0,단어,명사,한자어,包
포,0,단어,명사,한자어,包
포개다,0,단어,동사,고유어,
포개다,0,단어,동사,고유어,
포격,0,단어,명사,한자어,砲擊
포격하다,0,단어,동사,혼종어,砲擊하다
포경,0,단어,명사,한자어,包莖
포고,0,단어,명사,한자어,布告/佈告
포고,0,단어,명사,한자어,布告/佈告
포고되다,0,단어,동사,혼종어,布告/佈告되다
포고되다,0,단어,동사,혼종어,布告/佈告되다
포고하다,0,단어,동사,혼종어,布告/佈告하다
포고하다,0,단어,동사,혼종어,布告/佈告하다
포괄되다,0,단어,동사,혼종어,包括되다
포괄적,1,단어,명사,한자어,包括的
